19;32;16.7;293.069583;-;55;54;28;-55.907778;NGC6799;NGC 6799;;;;
19;27;0.0;291.750000;+;25;5;30;25.091667;NGC6800;NGC 6800;;;;
19;27;35.9;291.899583;+;54;22;21;54.372500;NGC6801;NGC 6801;;;;
19;30;36.0;292.650000;+;20;15;42;20.261667;NGC6802;NGC 6802;;;;
19;31;16.3;292.817917;+;10;3;26;10.057222;NGC6803;NGC 6803;;;;
19;31;35.4;292.897500;+;9;13;33;9.225833;NGC6804;NGC 6804;;;;
19;36;45.8;294.190833;-;37;33;14;-37.553889;NGC6805;NGC 6805;;;;
19;37;4.8;294.270000;-;42;17;45;-42.295833;NGC6806;NGC 6806;;;;
19;34;33.5;293.639583;+;5;41;4;5.684444;NGC6807;NGC 6807;;;;
19;43;54.4;295.976667;-;70;37;56;-70.632222;NGC6808;NGC 6808;;;;
19;39;59.4;294.997500;-;30;57;42;-30.961667;NGC6809;NGC 6809;;;;
19;43;34.3;295.892917;-;58;39;22;-58.656111;NGC6810;NGC 6810;;;;
19;37;9.6;294.290000;+;46;22;32;46.375556;NGC6811;NGC 6811;;;;
19;45;23.9;296.349583;-;55;20;49;-55.346944;NGC6812;NGC 6812;;;;
19;40;24.0;295.100000;+;27;18;34;27.309444;NGC6813;NGC 6813;;;;
19;42;40.5;295.668750;-;10;19;28;-10.324444;NGC6814;NGC 6814;;;;
19;40;44.0;295.183333;+;26;45;32;26.758889;NGC6815;NGC 6815;;;;
19;44;2.4;296.010000;-;28;24;3;-28.400833;NGC6816;NGC 6816;;;;
19;37;23.5;294.347917;+;62;23;2;62.383889;NGC6817;NGC 6817;;;;
19;43;57.8;295.990833;-;14;9;9;-14.152500;NGC6818;NGC 6818;;;;
19;41;18.0;295.325000;+;40;11;0;40.183333;NGC6819;NGC 6819;;;;
19;42;28.0;295.616667;+;23;5;15;23.087500;NGC6820;NGC 6820;;;;
19;44;24.2;296.100833;-;6;50;4;-6.834444;NGC6821;NGC 6821;;;;
19;44;56.6;296.235833;-;14;48;23;-14.806389;NGC6822;NGC 6822;;;;
19;43;10.0;295.791667;+;23;18;0;23.300000;NGC6823;NGC 6823;;;;
19;43;40.5;295.918750;+;56;6;32;56.108889;NGC6824;NGC 6824;;;;
19;41;54.5;295.477083;+;64;4;24;64.073333;NGC6825;NGC 6825;;;;
19;44;48.2;296.200833;+;50;31;32;50.525556;NGC6826;NGC 6826;;;;
19;48;53.2;297.221667;+;21;12;58;21.216111;NGC6827;NGC 6827;;;;
19;50;17.0;297.570833;+;7;54;14;7.903889;NGC6828;NGC 6828;;;;
19;47;7.5;296.781250;+;59;54;26;59.907222;NGC6829;NGC 6829;;;;
19;51;0.0;297.750000;+;23;6;0;23.100000;NGC6830;NGC 6830;;;;
19;47;57.2;296.988333;+;59;53;35;59.893056;NGC6831;NGC 6831;;;;
19;48;15.5;297.064583;+;59;25;22;59.422778;NGC6832;NGC 6832;;;;
19;49;46.6;297.444167;+;48;57;42;48.961667;NGC6833;NGC 6833;;;;
19;52;12.5;298.052083;+;29;24;29;29.408056;NGC6834;NGC 6834;;;;
19;54;32.8;298.636667;-;12;34;3;-12.567500;NGC6835;NGC 6835;;;;
19;54;40.3;298.667917;-;12;41;18;-12.688333;NGC6836;NGC 6836;;;;
19;53;8.0;298.283333;+;11;41;54;11.698333;NGC6837;NGC 6837;;;;
19;53;46.1;298.442083;+;18;46;44;18.778889;NGC6838;NGC 6838;;;;
19;54;33.0;298.637500;+;17;56;20;17.938889;NGC6839;NGC 6839;;;;
19;55;17.0;298.820833;+;12;7;18;12.121667;NGC6840;NGC 6840;;;;
19;57;49.1;299.454583;-;31;48;39;-31.810833;NGC6841;NGC 6841;;;;
19;55;2.3;298.759583;+;29;17;23;29.289722;NGC6842;NGC 6842;;;;
19;56;6.0;299.025000;+;12;9;52;12.164444;NGC6843;NGC 6843;;;;
20;2;50.0;300.708333;-;65;13;44;-65.228889;NGC6844;NGC 6844;;;;
20;0;58.0;300.241667;-;47;4;12;-47.070000;NGC6845;NGC 6845;;;;
19;56;28.1;299.117083;+;32;20;55;32.348611;NGC6846;NGC 6846;;;;
19;56;33.7;299.140417;+;29;13;27;29.224167;NGC6847;NGC 6847;;;;
20;2;46.9;300.695417;-;56;5;25;-56.090278;NGC6848;NGC 6848;;;;
20;6;15.6;301.565000;-;40;11;54;-40.198333;NGC6849;NGC 6849;;;;
20;3;29.8;300.874167;-;54;50;43;-54.845278;NGC6850;NGC 6850;;;;
20;3;34.3;300.892917;-;48;17;4;-48.284444;NGC6851;NGC 6851;;;;
20;0;39.2;300.163333;+;1;43;43;1.728611;NGC6852;NGC 6852;;;;
19;59;36.3;299.901250;+;22;43;18;22.721667;NGC6853;NGC 6853;;;;
20;5;38.6;301.410833;-;54;22;30;-54.375000;NGC6854;NGC 6854;;;;
20;6;49.7;301.707083;-;56;23;23;-56.389722;NGC6855;NGC 6855;;;;
19;59;17.1;299.821250;+;56;7;53;56.131389;NGC6856;NGC 6856;;;;
20;1;48.0;300.450000;+;33;31;30;33.525000;NGC6857;NGC 6857;;;;
20;3;0.0;300.750000;+;11;15;36;11.260000;NGC6858;NGC 6858;;;;
20;3;49.5;300.956250;+;0;26;40;0.444444;NGC6859;NGC 6859;;;;
20;8;47.1;302.196250;-;61;5;59;-61.099722;NGC6860;NGC 6860;;;;
20;7;19.4;301.830833;-;48;22;10;-48.369444;NGC6861;NGC 6861;;;;
20;8;54.5;302.227083;-;56;23;30;-56.391667;NGC6862;NGC 6862;;;;
20;5;7.3;301.280417;-;3;33;13;-3.553611;NGC6863;NGC 6863;;;;
20;6;4.8;301.520000;-;21;55;15;-21.920833;NGC6864;NGC 6864;;;;
20;5;56.4;301.485000;-;9;2;26;-9.040556;NGC6865;NGC 6865;;;;
20;3;55.1;300.979583;+;44;9;33;44.159167;NGC6866;NGC 6866;;;;
20;10;30.0;302.625000;-;54;47;3;-54.784167;NGC6867;NGC 6867;;;;
20;9;54.0;302.475000;-;48;22;48;-48.380000;NGC6868;NGC 6868;;;;
20;0;42.3;300.176250;+;66;13;41;66.228056;NGC6869;NGC 6869;;;;
20;10;10.4;302.543333;-;48;17;12;-48.286667;NGC6870;NGC 6870;;;;
20;6;27.0;301.612500;+;35;47;24;35.790000;NGC6871;NGC 6871;;;;
20;16;57.0;304.237500;-;70;46;4;-70.767778;NGC6872;NGC 6872;;;;
20;7;13.0;301.804167;+;21;6;8;21.102222;NGC6873;NGC 6873;;;;
20;7;48.0;301.950000;+;38;14;0;38.233333;NGC6874;NGC 6874;;;;
20;13;12.3;303.301250;-;46;9;41;-46.161389;NGC6875;NGC 6875;;;;
20;18;19.1;304.579583;-;70;51;30;-70.858333;NGC6876;NGC 6876;;;;
20;18;35.9;304.649583;-;70;51;10;-70.852778;NGC6877;NGC 6877;;;;
20;13;53.2;303.471667;-;44;31;36;-44.526667;NGC6878;NGC 6878;;;;
20;10;26.6;302.610833;+;16;55;25;16.923611;NGC6879;NGC 6879;;;;
20;19;29.6;304.873333;-;70;51;34;-70.859444;NGC6880;NGC 6880;;;;
20;10;52.5;302.718750;+;37;24;44;37.412222;NGC6881;NGC 6881;;;;
20;11;40.6;302.919167;+;26;32;54;26.548333;NGC6882;NGC 6882;;;;
20;11;18.0;302.825000;+;35;51;0;35.850000;NGC6883;NGC 6883;;;;
20;10;23.7;302.598750;+;46;27;42;46.461667;NGC6884;NGC 6884;;;;
20;11;40.6;302.919167;+;26;32;54;26.548333;NGC6885;NGC 6885;;;;
20;12;42.8;303.178333;+;19;59;24;19.990000;NGC6886;NGC 6886;;;;
20;17;17.0;304.320833;-;52;47;50;-52.797222;NGC6887;NGC 6887;;;;
20;12;6.5;303.027083;+;38;21;18;38.355000;NGC6888;NGC 6888;;;;
20;18;53.3;304.722083;-;53;57;24;-53.956667;NGC6889;NGC 6889;;;;
20;18;18.0;304.575000;-;44;48;23;-44.806389;NGC6890;NGC 6890;;;;
20;15;8.9;303.787083;+;12;42;17;12.704722;NGC6891;NGC 6891;;;;
20;16;57.1;304.237917;+;18;1;12;18.020000;NGC6892;NGC 6892;;;;
20;20;49.6;305.206667;-;48;14;22;-48.239444;NGC6893;NGC 6893;;;;
20;16;24.0;304.100000;+;30;33;57;30.565833;NGC6894;NGC 6894;;;;
20;16;32.0;304.133333;+;50;14;24;50.240000;NGC6895;NGC 6895;;;;
20;18;3.6;304.515000;+;30;38;26;30.640556;NGC6896;NGC 6896;;;;
20;21;1.3;305.255417;-;12;15;18;-12.255000;NGC6897;NGC 6897;;;;
20;21;8.0;305.283333;-;12;21;32;-12.358889;NGC6898;NGC 6898;;;;
20;24;22.3;306.092917;-;50;26;1;-50.433611;NGC6899;NGC 6899;;;;
20;21;35.1;305.396250;-;2;34;11;-2.569722;NGC6900;NGC 6900;;;;
20;22;21.6;305.590000;+;6;25;47;6.429722;NGC6901;NGC 6901;;;;
20;24;27.9;306.116250;-;43;39;11;-43.653056;NGC6902;NGC 6902;;;;
20;23;44.9;305.937083;-;19;19;33;-19.325833;NGC6903;NGC 6903;;;;
20;21;48.3;305.451250;+;25;44;22;25.739444;NGC6904;NGC 6904;;;;
20;22;23.0;305.595833;+;20;6;18;20.105000;NGC6905;NGC 6905;;;;
20;23;34.0;305.891667;+;6;26;40;6.444444;NGC6906;NGC 6906;;;;
20;25;6.6;306.277500;-;24;48;33;-24.809167;NGC6907;NGC 6907;;;;
20;25;9.0;306.287500;-;24;48;10;-24.802778;NGC6908;NGC 6908;;;;
20;27;38.8;306.911667;-;47;1;38;-47.027222;NGC6909;NGC 6909;;;;
20;23;12.0;305.800000;+;40;46;43;40.778611;NGC6910;NGC 6910;;;;
20;19;38.3;304.909583;+;66;43;44;66.728889;NGC6911;NGC 6911;;;;
20;26;52.1;306.717083;-;18;37;3;-18.617500;NGC6912;NGC 6912;;;;
20;24;6.0;306.025000;+;38;29;36;38.493333;NGC6913;NGC 6913;;;;
20;24;43.0;306.179167;+;42;29;0;42.483333;NGC6914;NGC 6914;;;;
20;27;46.0;306.941667;-;3;4;36;-3.076667;NGC6915;NGC 6915;;;;
20;23;33.1;305.887917;+;58;20;39;58.344167;NGC6916;NGC 6916;;;;
20;27;28.4;306.868333;+;8;5;50;8.097222;NGC6917;NGC 6917;;;;
20;30;46.9;307.695417;-;47;28;27;-47.474167;NGC6918;NGC 6918;;;;
20;31;38.0;307.908333;-;44;13;0;-44.216667;NGC6919;NGC 6919;;;;
20;43;57.1;310.987917;-;80;0;1;-80.000278;NGC6920;NGC 6920;;;;
20;28;28.9;307.120417;+;25;43;26;25.723889;NGC6921;NGC 6921;;;;
20;29;52.8;307.470000;-;2;11;30;-2.191667;NGC6922;NGC 6922;;;;
20;31;39.0;307.912500;-;30;49;55;-30.831944;NGC6923;NGC 6923;;;;
20;33;19.1;308.329583;-;25;28;28;-25.474444;NGC6924;NGC 6924;;;;
20;34;20.5;308.585417;-;31;58;48;-31.980000;NGC6925;NGC 6925;;;;
20;33;5.9;308.274583;-;2;1;44;-2.028889;NGC6926;NGC 6926;;;;
20;32;38.1;308.158750;+;9;55;1;9.916944;NGC6927;NGC 6927;;;;
20;32;50.1;308.208750;+;9;55;39;9.927500;NGC6928;NGC 6928;;;;
20;33;21.6;308.340000;-;2;2;12;-2.036667;NGC6929;NGC 6929;;;;
20;32;58.8;308.245000;+;9;52;26;9.873889;NGC6930;NGC 6930;;;;
20;33;41.4;308.422500;-;11;22;8;-11.368889;NGC6931;NGC 6931;;;;
20;42;8.6;310.535833;-;73;37;8;-73.618889;NGC6932;NGC 6932;;;;
20;33;38.2;308.409167;+;7;23;16;7.387778;NGC6933;NGC 6933;;;;
20;34;11.6;308.548333;+;7;24;17;7.404722;NGC6934;NGC 6934;;;;
20;38;20.0;309.583333;-;52;6;37;-52.110278;NGC6935;NGC 6935;;;;
20;35;56.3;308.984583;-;25;16;48;-25.280000;NGC6936;NGC 6936;;;;
20;38;45.8;309.690833;-;52;8;38;-52.143889;NGC6937;NGC 6937;;;;
20;34;42.0;308.675000;+;22;13;2;22.217222;NGC6938;NGC 6938;;;;
20;31;30.0;307.875000;+;60;39;42;60.661667;NGC6939;NGC 6939;;;;
20;34;32.3;308.634583;+;28;16;49;28.280278;NGC6940;NGC 6940;;;;
20;36;23.5;309.097917;-;4;37;8;-4.618889;NGC6941;NGC 6941;;;;
20;40;37.9;310.157917;-;54;18;8;-54.302222;NGC6942;NGC 6942;;;;
20;44;33.7;311.140417;-;68;44;53;-68.748056;NGC6943;NGC 6943;;;;
20;38;23.8;309.599167;+;6;59;49;6.996944;NGC6944;NGC 6944;;;;
20;39;0.5;309.752083;-;4;58;20;-4.972222;NGC6945;NGC 6945;;;;
20;34;52.1;308.717083;+;60;9;12;60.153333;NGC6946;NGC 6946;;;;
20;41;15.0;310.312500;-;32;29;11;-32.486389;NGC6947;NGC 6947;;;;
20;43;28.9;310.870417;-;53;21;26;-53.357222;NGC6948;NGC 6948;;;;
20;35;7.0;308.779167;+;64;48;12;64.803333;NGC6949;NGC 6949;;;;
20;41;5.0;310.270833;+;16;37;14;16.620556;NGC6950;NGC 6950;;;;
20;37;14.0;309.308333;+;66;6;21;66.105833;NGC6951;NGC 6951;;;;
20;37;14.0;309.308333;+;66;6;21;66.105833;NGC6952;NGC 6952;;;;
20;38;41.0;309.670833;+;65;48;12;65.803333;NGC6953;NGC 6953;;;;
20;44;3.3;311.013750;+;3;12;34;3.209444;NGC6954;NGC 6954;;;;
20;44;17.9;311.074583;+;2;35;43;2.595278;NGC6955;NGC 6955;;;;
20;43;53.7;310.973750;+;12;30;44;12.512222;NGC6956;NGC 6956;;;;
20;44;47.7;311.198750;+;2;34;50;2.580556;NGC6957;NGC 6957;;;;
20;48;42.6;312.177500;-;37;59;52;-37.997778;NGC6958;NGC 6958;;;;
20;47;7.2;311.780000;+;0;25;49;0.430278;NGC6959;NGC 6959;;;;
20;45;42.0;311.425000;+;30;43;0;30.716667;NGC6960;NGC 6960;;;;
20;47;10.4;311.793333;+;0;21;50;0.363889;NGC6961;NGC 6961;;;;
20;47;18.9;311.828750;+;0;19;19;0.321944;NGC6962;NGC 6962;;;;
20;47;19.0;311.829167;+;0;30;33;0.509167;NGC6963;NGC 6963;;;;
20;47;24.2;311.850833;+;0;18;5;0.301389;NGC6964;NGC 6964;;;;
20;47;20.5;311.835417;+;0;29;3;0.484167;NGC6965;NGC 6965;;;;
20;47;26.7;311.861250;+;0;22;5;0.368056;NGC6966;NGC 6966;;;;
20;47;34.0;311.891667;+;0;24;44;0.412222;NGC6967;NGC 6967;;;;
20;48;32.4;312.135000;-;8;21;35;-8.359722;NGC6968;NGC 6968;;;;
20;48;27.6;312.115000;+;7;44;25;7.740278;NGC6969;NGC 6969;;;;
20;52;9.4;313.039167;-;48;46;41;-48.778056;NGC6970;NGC 6970;;;;
20;49;23.7;312.348750;+;5;59;43;5.995278;NGC6971;NGC 6971;;;;
20;49;58.9;312.495417;+;9;53;59;9.899722;NGC6972;NGC 6972;;;;
20;52;6.0;313.025000;-;5;53;39;-5.894167;NGC6973;NGC 6973;;;;
20;51;4.0;312.766667;+;31;49;54;31.831667;NGC6974;NGC 6974;;;;
20;52;25.9;313.107917;-;5;46;17;-5.771389;NGC6975;NGC 6975;;;;
20;52;25.9;313.107917;-;5;46;17;-5.771389;NGC6976;NGC 6976;;;;
20;52;29.6;313.123333;-;5;44;45;-5.745833;NGC6977;NGC 6977;;;;
20;52;35.4;313.147500;-;5;42;40;-5.711111;NGC6978;NGC 6978;;;;
20;50;30.0;312.625000;+;32;1;36;32.026667;NGC6979;NGC 6979;;;;
20;52;48.9;313.203750;-;5;50;13;-5.836944;NGC6980;NGC 6980;;;;
20;53;27.9;313.366250;-;12;32;11;-12.536389;NGC6981;NGC 6981;;;;
20;57;18.3;314.326250;-;51;51;46;-51.862778;NGC6982;NGC 6982;;;;
20;56;43.5;314.181250;-;43;59;10;-43.986111;NGC6983;NGC 6983;;;;
20;57;54.2;314.475833;-;51;52;15;-51.870833;NGC6984;NGC 6984;;;;
20;45;3.0;311.262500;-;11;6;15;-11.104167;NGC6985;NGC 6985;;;;
20;56;30.6;314.127500;-;18;33;58;-18.566111;NGC6986;NGC 6986;;;;
20;58;10.4;314.543333;-;48;37;48;-48.630000;NGC6987;NGC 6987;;;;
20;55;48.9;313.953750;+;10;30;30;10.508333;NGC6988;NGC 6988;;;;
20;54;6.0;313.525000;+;45;14;26;45.240556;NGC6989;NGC 6989;;;;
20;59;57.0;314.987500;-;55;33;43;-55.561944;NGC6990;NGC 6990;;;;
20;54;43.5;313.681250;+;47;16;54;47.281667;NGC6991;NGC 6991;;;;
20;56;18.0;314.075000;+;31;44;30;31.741667;NGC6992;NGC 6992;;;;
20;53;54.0;313.475000;-;25;28;20;-25.472222;NGC6993;NGC 6993;;;;
20;58;56.0;314.733333;-;12;38;0;-12.633333;NGC6994;NGC 6994;;;;
20;57;10.0;314.291667;+;31;14;0;31.233333;NGC6995;NGC 6995;;;;
20;56;30.0;314.125000;+;45;28;24;45.473333;NGC6996;NGC 6996;;;;
20;56;30.0;314.125000;+;44;39;0;44.650000;NGC6997;NGC 6997;;;;
21;1;37.7;315.407083;-;28;1;54;-28.031667;NGC6998;NGC 6998;;;;
21;1;59.6;315.498333;-;28;3;32;-28.058889;NGC6999;NGC 6999;;;;
20;59;18.0;314.825000;+;44;31;0;44.516667;NGC7000;NGC 7000;;;;
21;1;7.7;315.282083;-;0;11;41;-0.194722;NGC7001;NGC 7001;;;;
21;3;45.0;315.937500;-;49;1;45;-49.029167;NGC7002;NGC 7002;;;;
21;0;42.3;315.176250;+;17;48;17;17.804722;NGC7003;NGC 7003;;;;
21;4;2.0;316.008333;-;49;6;51;-49.114167;NGC7004;NGC 7004;;;;
21;1;56.0;315.483333;-;12;52;39;-12.877500;NGC7005;NGC 7005;;;;
21;1;29.5;315.372917;+;16;11;17;16.188056;NGC7006;NGC 7006;;;;
21;5;27.8;316.365833;-;52;33;7;-52.551944;NGC7007;NGC 7007;;;;
21;0;32.8;315.136667;+;54;32;38;54.543889;NGC7008;NGC 7008;;;;
21;4;10.8;316.045000;-;11;21;47;-11.363056;NGC7009;NGC 7009;;;;
21;4;39.4;316.164167;-;12;20;16;-12.337778;NGC7010;NGC 7010;;;;
21;1;50.0;315.458333;+;47;21;17;47.354722;NGC7011;NGC 7011;;;;
21;6;45.5;316.689583;-;44;48;52;-44.814444;NGC7012;NGC 7012;;;;
21;3;33.6;315.890000;+;29;53;49;29.896944;NGC7013;NGC 7013;;;;
21;7;52.0;316.966667;-;47;10;43;-47.178611;NGC7014;NGC 7014;;;;
21;5;37.3;316.405417;+;11;24;49;11.413611;NGC7015;NGC 7015;;;;
21;7;16.2;316.817500;-;25;28;7;-25.468611;NGC7016;NGC 7016;;;;
21;7;20.5;316.835417;-;25;29;15;-25.487500;NGC7017;NGC 7017;;;;
21;7;25.4;316.855833;-;25;25;45;-25.429167;NGC7018;NGC 7018;;;;
21;6;25.8;316.607500;-;24;24;46;-24.412778;NGC7019;NGC 7019;;;;
21;11;19.9;317.832917;-;64;1;31;-64.025278;NGC7020;NGC 7020;;;;
21;11;19.9;317.832917;-;64;1;31;-64.025278;NGC7021;NGC 7021;;;;
21;9;35.1;317.396250;-;49;18;13;-49.303611;NGC7022;NGC 7022;;;;
21;1;35.5;315.397917;+;68;10;10;68.169444;NGC7023;NGC 7023;;;;
21;6;4.8;316.520000;+;41;29;47;41.496389;NGC7024;NGC 7024;;;;
21;7;47.4;316.947500;+;16;20;9;16.335833;NGC7025;NGC 7025;;;;
21;6;18.6;316.577500;+;47;51;10;47.852778;NGC7026;NGC 7026;;;;
21;7;1.7;316.757083;+;42;14;12;42.236667;NGC7027;NGC 7027;;;;
21;8;15.0;317.062500;+;18;28;48;18.480000;NGC7028;NGC 7028;;;;
21;11;51.7;317.965417;-;49;17;1;-49.283611;NGC7029;NGC 7029;;;;
21;11;13.3;317.805417;-;20;29;12;-20.486667;NGC7030;NGC 7030;;;;
21;6;52.0;316.716667;+;50;50;36;50.843333;NGC7031;NGC 7031;;;;
21;15;22.9;318.845417;-;68;17;15;-68.287500;NGC7032;NGC 7032;;;;
21;9;36.2;317.400833;+;15;7;31;15.125278;NGC7033;NGC 7033;;;;
21;9;38.1;317.408750;+;15;9;4;15.151111;NGC7034;NGC 7034;;;;
21;10;45.5;317.689583;-;23;8;7;-23.135278;NGC7035;NGC 7035;;;;
21;10;12.0;317.550000;+;15;22;36;15.376667;NGC7036;NGC 7036;;;;
21;10;48.0;317.700000;+;33;44;48;33.746667;NGC7037;NGC 7037;;;;
21;15;7.5;318.781250;-;47;13;13;-47.220278;NGC7038;NGC 7038;;;;
21;11;12.0;317.800000;+;45;39;0;45.650000;NGC7039;NGC 7039;;;;
21;13;16.5;318.318750;+;8;51;54;8.865000;NGC7040;NGC 7040;;;;
21;16;32.1;319.133750;-;48;21;47;-48.363056;NGC7041;NGC 7041;;;;
21;13;45.7;318.440417;+;13;34;30;13.575000;NGC7042;NGC 7042;;;;
21;14;4.2;318.517500;+;13;37;35;13.626389;NGC7043;NGC 7043;;;;
21;13;9.4;318.289167;+;42;29;46;42.496111;NGC7044;NGC 7044;;;;
21;14;50.3;318.709583;+;4;30;28;4.507778;NGC7045;NGC 7045;;;;
21;14;56.0;318.733333;+;2;50;4;2.834444;NGC7046;NGC 7046;;;;
21;16;27.4;319.114167;-;0;49;35;-0.826389;NGC7047;NGC 7047;;;;
21;14;15.2;318.563333;+;46;17;21;46.289167;NGC7048;NGC 7048;;;;
21;19;0.2;319.750833;-;48;33;41;-48.561389;NGC7049;NGC 7049;;;;
21;15;16.8;318.820000;+;36;10;18;36.171667;NGC7050;NGC 7050;;;;
21;19;51.3;319.963750;-;8;46;57;-8.782500;NGC7051;NGC 7051;;;;
21;18;33.0;319.637500;+;26;26;50;26.447222;NGC7052;NGC 7052;;;;
21;21;7.5;320.281250;+;23;5;7;23.085278;NGC7053;NGC 7053;;;;
21;20;43.5;320.181250;+;39;10;18;39.171667;NGC7054;NGC 7054;;;;
21;19;25.8;319.857500;+;57;35;25;57.590278;NGC7055;NGC 7055;;;;
21;22;7.5;320.531250;+;18;39;56;18.665556;NGC7056;NGC 7056;;;;
21;24;58.5;321.243750;-;42;27;37;-42.460278;NGC7057;NGC 7057;;;;
21;21;48.3;320.451250;+;50;48;28;50.807778;NGC7058;NGC 7058;;;;
21;27;21.7;321.840417;-;60;0;53;-60.014722;NGC7059;NGC 7059;;;;
21;25;53.5;321.472917;-;42;24;39;-42.410833;NGC7060;NGC 7060;;;;
21;27;26.7;321.861250;-;49;3;48;-49.063333;NGC7061;NGC 7061;;;;
21;23;27.4;320.864167;+;46;22;43;46.378611;NGC7062;NGC 7062;;;;
21;24;22.0;321.091667;+;36;29;12;36.486667;NGC7063;NGC 7063;;;;
21;29;3.2;322.263333;-;52;46;2;-52.767222;NGC7064;NGC 7064;;;;
21;26;42.2;321.675833;-;6;59;41;-6.994722;NGC7065;NGC 7065;;;;
21;26;13.7;321.557083;+;14;10;59;14.183056;NGC7066;NGC 7066;;;;
21;24;12.3;321.051250;+;48;0;41;48.011389;NGC7067;NGC 7067;;;;
21;26;32.3;321.634583;+;12;11;4;12.184444;NGC7068;NGC 7068;;;;
21;28;5.8;322.024167;-;1;38;47;-1.646389;NGC7069;NGC 7069;;;;
21;30;25.2;322.605000;-;43;5;12;-43.086667;NGC7070;NGC 7070;;;;
21;26;40.0;321.666667;+;47;55;22;47.922778;NGC7071;NGC 7071;;;;
21;30;37.0;322.654167;-;43;9;9;-43.152500;NGC7072;NGC 7072;;;;
21;29;26.0;322.358333;-;11;29;19;-11.488611;NGC7073;NGC 7073;;;;
21;29;38.8;322.411667;+;6;40;56;6.682222;NGC7074;NGC 7074;;;;
21;31;32.9;322.887083;-;38;37;5;-38.618056;NGC7075;NGC 7075;;;;
21;26;24.1;321.600417;+;62;53;30;62.891667;NGC7076;NGC 7076;;;;
21;29;59.5;322.497917;+;2;24;53;2.414722;NGC7077;NGC 7077;;;;
21;29;58.3;322.492917;+;12;10;3;12.167500;NGC7078;NGC 7078;;;;
21;32;35.0;323.145833;-;44;4;3;-44.067500;NGC7079;NGC 7079;;;;
21;30;1.9;322.507917;+;26;43;6;26.718333;NGC7080;NGC 7080;;;;
21;31;24.3;322.851250;+;2;29;28;2.491111;NGC7081;NGC 7081;;;;
21;29;17.0;322.320833;+;47;7;36;47.126667;NGC7082;NGC 7082;;;;
21;35;44.6;323.935833;-;63;54;12;-63.903333;NGC7083;NGC 7083;;;;
21;32;33.0;323.137500;+;17;30;30;17.508333;NGC7084;NGC 7084;;;;
21;32;25.1;323.104583;+;6;34;54;6.581667;NGC7085;NGC 7085;;;;
21;30;27.5;322.614583;+;51;36;2;51.600556;NGC7086;NGC 7086;;;;
21;34;33.4;323.639167;-;40;49;6;-40.818333;NGC7087;NGC 7087;;;;
21;33;22.0;323.341667;-;0;23;0;-0.383333;NGC7088;NGC 7088;;;;
21;33;27.2;323.363333;-;0;49;22;-0.822778;NGC7089;NGC 7089;;;;
21;36;27.7;324.115417;-;54;33;18;-54.555000;NGC7090;NGC 7090;;;;
21;34;7.7;323.532083;-;36;39;14;-36.653889;NGC7091;NGC 7091;;;;
21;31;52.0;322.966667;+;48;25;30;48.425000;NGC7092;NGC 7092;;;;
21;34;35.8;323.649167;+;45;59;31;45.991944;NGC7093;NGC 7093;;;;
21;36;53.0;324.220833;+;12;47;22;12.789444;NGC7094;NGC 7094;;;;
21;52;24.8;328.103333;-;81;31;53;-81.531389;NGC7095;NGC 7095;;;;
21;41;19.1;325.329583;-;63;54;30;-63.908333;NGC7096;NGC 7096;;;;
21;40;12.8;325.053333;-;42;32;21;-42.539167;NGC7097;NGC 7097;;;;
21;44;16.0;326.066667;-;75;6;39;-75.110833;NGC7098;NGC 7098;;;;
21;40;22.0;325.091667;-;23;10;43;-23.178611;NGC7099;NGC 7099;;;;
21;39;6.9;324.778750;+;8;57;2;8.950556;NGC7100;NGC 7100;;;;
21;39;34.5;324.893750;+;8;52;38;8.877222;NGC7101;NGC 7101;;;;
21;39;44.5;324.935417;+;6;17;9;6.285833;NGC7102;NGC 7102;;;;
21;39;51.3;324.963750;-;22;28;24;-22.473333;NGC7103;NGC 7103;;;;
21;40;3.2;325.013333;-;22;25;28;-22.424444;NGC7104;NGC 7104;;;;
21;41;41.3;325.422083;-;10;38;6;-10.635000;NGC7105;NGC 7105;;;;
21;42;36.5;325.652083;-;52;41;57;-52.699167;NGC7106;NGC 7106;;;;
21;42;26.5;325.610417;-;44;47;31;-44.791944;NGC7107;NGC 7107;;;;
21;41;53.7;325.473750;-;6;42;31;-6.708611;NGC7108;NGC 7108;;;;
21;41;58.5;325.493750;-;34;26;46;-34.446111;NGC7109;NGC 7109;;;;
21;42;12.0;325.550000;-;34;9;46;-34.162778;NGC7110;NGC 7110;;;;
21;41;53.7;325.473750;-;6;42;31;-6.708611;NGC7111;NGC 7111;;;;
21;42;26.5;325.610417;+;12;34;9;12.569167;NGC7112;NGC 7112;;;;
21;42;26.5;325.610417;+;12;34;9;12.569167;NGC7113;NGC 7113;;;;
21;41;44.0;325.433333;+;42;50;31;42.841944;NGC7114;NGC 7114;;;;
21;43;39.2;325.913333;-;25;21;4;-25.351111;NGC7115;NGC 7115;;;;
21;42;40.4;325.668333;+;28;56;48;28.946667;NGC7116;NGC 7116;;;;
21;45;47.0;326.445833;-;48;25;16;-48.421111;NGC7117;NGC 7117;;;;
21;46;9.8;326.540833;-;48;21;12;-48.353333;NGC7118;NGC 7118;;;;
21;46;15.7;326.565417;-;46;30;56;-46.515556;NGC7119;NGC 7119;;;;
